x               Q2[GeV^2]          y           W2[GeV^2]      stat[%]     pt-pt[%]   norm[%]
0.0129             5.15         0.0201          393.8         0.0135       2.3       4.3
0.0129             8.15         0.0319          623.7         0.0163       2.3       4.3
0.0129             12.9         0.0505            988         0.0198       2.3       4.3
0.0129             20.5           0.08           1565         0.0246       2.3       4.3
0.0129             32.5          0.127           2480         0.0308       2.3       4.3
0.0129             51.5          0.201           3930         0.0392       2.3       4.3
0.0129             81.5          0.319           6229         0.0509       2.3       4.3
0.0129              129          0.505           9872         0.0684       2.3       4.3
0.0205             8.15         0.0201          390.8         0.0169       2.3       4.3
0.0205             12.9         0.0319          618.9         0.0207       2.3       4.3
0.0205             20.5         0.0505          980.4         0.0255       2.3       4.3
0.0205             32.5           0.08           1553          0.032       2.3       4.3
0.0205             51.5          0.127           2461         0.0409       2.3       4.3
0.0205             81.5          0.201           3900         0.0516       2.3       4.3
0.0205              129          0.319           6181         0.0679       2.3       4.3
0.0205              205          0.505           9796         0.0908       2.3       4.3
0.0325             12.9         0.0201          386.1         0.0216       2.3       4.3
0.0325             20.5         0.0319          611.4         0.0268       2.3       4.3
0.0325             32.5         0.0505          968.4         0.0333       2.3       4.3
0.0325             51.5           0.08           1534         0.0421       2.3       4.3
0.0325             81.5          0.127           2431         0.0539       2.3       4.3
0.0325              129          0.201           3853          0.069       2.3       4.3
0.0325              205          0.319           6106         0.0909       2.3       4.3
0.0325              325          0.505           9676          0.125       2.3       4.3
0.0515             20.5         0.0201          378.5         0.0278       2.3       4.3
0.0515             32.5         0.0319          599.4         0.0349       2.3       4.3
0.0515             51.5         0.0505          949.4         0.0439       2.3       4.3
0.0515             81.5           0.08           1504         0.0556       2.3       4.3
0.0515              129          0.127           2384         0.0719       2.3       4.3
0.0515              205          0.201           3777         0.0926       2.3       4.3
0.0515              325          0.319           5986          0.122       2.3       4.3
0.0515              515          0.505           9486          0.173       2.3       4.3
0.0815             32.5         0.0201          366.5         0.0366       2.3       4.3
0.0815             51.5         0.0319          580.4         0.0462       2.3       4.3
0.0815             81.5         0.0505          919.3         0.0589       2.3       4.3
0.0815              129           0.08           1457         0.0745       2.3       4.3
0.0815              205          0.127           2308         0.0969       2.3       4.3
0.0815              325          0.201           3657          0.124       2.3       4.3
0.0815              515          0.319           5796          0.166       2.3       4.3
0.0815              815          0.505           9185          0.226       2.3       4.3
0.129              51.5         0.0201          347.5         0.0485       2.3       4.3
0.129              81.5         0.0319          550.3         0.0617       2.3       4.3
0.129               129         0.0505          871.6         0.0784       2.3       4.3
0.129               205           0.08           1381          0.102       2.3       4.3
0.129               325          0.127           2188          0.131       2.3       4.3
0.129               515          0.201           3467          0.172       2.3       4.3
0.129               815          0.319           5495          0.235       2.3       4.3
0.129          1.29e+03          0.505           8708          0.314       2.3       4.3
0.205              81.5         0.0201          317.4         0.0675       2.3       4.3
0.205               129         0.0319          502.6         0.0847       2.3       4.3
0.205               205         0.0505            796           0.11       2.3       4.3
0.205               325           0.08           1261           0.14       2.3       4.3
0.205               515          0.127           1998          0.182       2.3       4.3
0.205               815          0.201           3166          0.247       2.3       4.3
0.205          1.29e+03          0.319           5018          0.326       2.3       4.3
0.205          2.05e+03          0.505           7952          0.421       2.3       4.3
0.325               129         0.0201          269.7          0.102       2.3       4.3
0.325               205         0.0319            427          0.132       2.3       4.3
0.325               325         0.0505          676.2          0.168       2.3       4.3
0.325               515           0.08           1071          0.213       2.3       4.3
0.325               815          0.127           1697          0.308       2.3       4.3
0.325          1.29e+03          0.201           2690          0.343       2.3       4.3
0.325          2.05e+03          0.319           4262           0.49       2.3       4.3
0.325          3.25e+03          0.505           6754          0.735       2.3       4.3
0.515               205         0.0201          194.1          0.205       2.3       4.3
0.515               325         0.0319          307.2          0.265       2.3       4.3
0.515               515         0.0505          486.3          0.343       2.3       4.3
0.515               815           0.08          770.3          0.469       2.3       4.3
0.515          1.29e+03          0.127           1220          0.598       2.3       4.3
0.515          2.05e+03          0.201           1934          0.762       2.3       4.3
0.515          3.25e+03          0.319           3064           1.03       2.3       4.3
0.515          5.15e+03          0.505           4856           1.73       2.3       4.3
0.815               325         0.0201          74.34          0.865       2.3       4.3
0.815               515         0.0319          117.3           1.22       2.3       4.3
0.815               815         0.0505          185.4           1.22       2.3       4.3
0.815          1.29e+03           0.08          293.3           2.36       2.3       4.3
0.815          2.05e+03          0.127          464.4           2.21       2.3       4.3
0.815          3.25e+03          0.201          735.5            3.6       2.3       4.3
0.815          5.15e+03          0.319           1165           4.41       2.3       4.3

beam energy set:10x100
----------------------- 
0.000815           1.29          0.396           1584        0.00777       2.3       4.3
0.00129            1.29           0.25          999.6        0.00756       2.3       4.3
0.00129            2.05          0.396           1584        0.00968       2.3       4.3
0.00205            1.29          0.158          630.5        0.00753       2.3       4.3
0.00205            2.05           0.25          998.8        0.00944       2.3       4.3
0.00205            3.25          0.396           1583         0.0116       2.3       4.3
0.00325            1.29         0.0995          397.7        0.00761       2.3       4.3
0.00325            2.05          0.158          629.8         0.0094       2.3       4.3
0.00325            3.25           0.25          997.6         0.0113       2.3       4.3
0.00325            5.15          0.396           1581         0.0142       2.3       4.3
0.00515            1.29         0.0628          250.8        0.00774       2.3       4.3
0.00515            2.05         0.0995          396.9        0.00947       2.3       4.3
0.00515            3.25          0.158          628.6         0.0113       2.3       4.3
0.00515            5.15           0.25          995.7         0.0139       2.3       4.3
0.00515            8.15          0.396           1578         0.0177       2.3       4.3
0.00815            1.29         0.0396          158.1         0.0079       2.3       4.3
0.00815            2.05         0.0628            250        0.00962       2.3       4.3
0.00815            3.25         0.0995          395.7         0.0114       2.3       4.3
0.00815            5.15          0.158          626.7         0.0138       2.3       4.3
0.00815            8.15           0.25          992.7         0.0173       2.3       4.3
0.00815            12.9          0.396           1573         0.0223       2.3       4.3
0.0129             1.29          0.025          99.59        0.00809       2.3       4.3
0.0129             2.05         0.0396          157.3        0.00981       2.3       4.3
0.0129             3.25         0.0628          248.8         0.0116       2.3       4.3
0.0129             5.15         0.0995          393.8          0.014       2.3       4.3
0.0129             8.15          0.158          623.7         0.0173       2.3       4.3
0.0129             12.9           0.25            988         0.0219       2.3       4.3
0.0129             20.5          0.396           1565         0.0286       2.3       4.3
0.0205             2.05          0.025          98.83           0.01       2.3       4.3
0.0205             3.25         0.0396          156.1         0.0118       2.3       4.3
0.0205             5.15         0.0628          246.9         0.0143       2.3       4.3
0.0205             8.15         0.0995          390.8         0.0175       2.3       4.3
0.0205             12.9          0.158          618.9          0.022       2.3       4.3
0.0205             20.5           0.25          980.4         0.0283       2.3       4.3
0.0205             32.5          0.396           1553         0.0373       2.3       4.3
0.0325             3.25          0.025          97.63          0.012       2.3       4.3
0.0325             5.15         0.0396          154.2         0.0146       2.3       4.3
0.0325             8.15         0.0628          243.9         0.0179       2.3       4.3
0.0325             12.9         0.0995          386.1         0.0224       2.3       4.3
0.0325             20.5          0.158          611.4         0.0284       2.3       4.3
0.0325             32.5           0.25          968.4         0.0368       2.3       4.3
0.0325             51.5          0.396           1534          0.049       2.3       4.3
0.0515             5.15          0.025          95.74          0.015       2.3       4.3
0.0515             8.15         0.0396          151.2         0.0184       2.3       4.3
0.0515             12.9         0.0628          239.1         0.0229       2.3       4.3
0.0515             20.5         0.0995          378.5         0.0291       2.3       4.3
0.0515             32.5          0.158          599.4         0.0372       2.3       4.3
0.0515             51.5           0.25          949.4         0.0487       2.3       4.3
0.0515             81.5          0.396           1504         0.0657       2.3       4.3
0.0815             8.15          0.025          92.73         0.0189       2.3       4.3
0.0815             12.9         0.0396          146.4         0.0237       2.3       4.3
0.0815             20.5         0.0628          231.6         0.0298       2.3       4.3
0.0815             32.5         0.0995          366.5          0.038       2.3       4.3
0.0815             51.5          0.158          580.4         0.0491       2.3       4.3
0.0815             81.5           0.25          919.3          0.065       2.3       4.3
0.0815              129          0.396           1457         0.0866       2.3       4.3
0.129              12.9          0.025          87.96         0.0245       2.3       4.3
0.129              20.5         0.0396          138.9          0.031       2.3       4.3
0.129              32.5         0.0628          219.6         0.0392       2.3       4.3
0.129              51.5         0.0995          347.5         0.0506       2.3       4.3
0.129              81.5          0.158          550.3         0.0654       2.3       4.3
0.129               129           0.25          871.6         0.0866       2.3       4.3
0.129               205          0.396           1381          0.117       2.3       4.3
0.205              20.5          0.025           80.4          0.033       2.3       4.3
0.205              32.5         0.0396          126.9         0.0421       2.3       4.3
0.205              51.5         0.0628          200.6         0.0538       2.3       4.3
0.205              81.5         0.0995          317.4         0.0698       2.3       4.3
0.205               129          0.158          502.6         0.0921       2.3       4.3
0.205               205           0.25            796          0.119       2.3       4.3
0.205               325          0.396           1261          0.165       2.3       4.3
0.325              32.5          0.025          68.42         0.0492       2.3       4.3
0.325              51.5         0.0396          107.9         0.0628       2.3       4.3
0.325              81.5         0.0628          170.5         0.0822       2.3       4.3
0.325               129         0.0995          269.7          0.106       2.3       4.3
0.325               205          0.158            427          0.141       2.3       4.3
0.325               325           0.25          676.2          0.187       2.3       4.3
0.325               515          0.396           1071          0.255       2.3       4.3
0.515              51.5          0.025          49.43         0.0957       2.3       4.3
0.515              81.5         0.0396          77.82          0.122       2.3       4.3
0.515               129         0.0628          122.8           0.16       2.3       4.3
0.515               205         0.0995          194.1          0.212       2.3       4.3
0.515               325          0.158          307.2          0.286       2.3       4.3
0.515               515           0.25          486.3          0.374       2.3       4.3
0.515               815          0.396          770.3           0.51       2.3       4.3
0.815              81.5          0.025          19.33          0.408       2.3       4.3
0.815               129         0.0396          30.13          0.542       2.3       4.3
0.815               205         0.0628          47.23          0.663       2.3       4.3
0.815               325         0.0995          74.34           0.88       2.3       4.3
0.815               515          0.158          117.3           1.27       2.3       4.3
0.815               815           0.25          185.4           1.85       2.3       4.3
0.815          1.29e+03          0.396          293.3           2.34       2.3       4.3

beam energy set:5x100
----------------------- 
0.00129            1.29            0.5          999.6        0.00845       2.3       4.3
0.00205            1.29          0.315          630.5        0.00809       2.3       4.3
0.00205            2.05            0.5          998.8         0.0106       2.3       4.3
0.00325            1.29          0.199          397.7        0.00795       2.3       4.3
0.00325            2.05          0.315          629.8         0.0101       2.3       4.3
0.00325            3.25            0.5          997.6         0.0127       2.3       4.3
0.00515            1.29          0.126          250.8        0.00795       2.3       4.3
0.00515            2.05          0.199          396.9        0.00989       2.3       4.3
0.00515            3.25          0.315          628.6         0.0121       2.3       4.3
0.00515            5.15            0.5          995.7         0.0155       2.3       4.3
0.00815            1.29         0.0792          158.1        0.00802       2.3       4.3
0.00815            2.05          0.126            250        0.00988       2.3       4.3
0.00815            3.25          0.199          395.7         0.0119       2.3       4.3
0.00815            5.15          0.315          626.7         0.0149       2.3       4.3
0.00815            8.15            0.5          992.7         0.0193       2.3       4.3
0.0129             1.29           0.05          99.59        0.00813       2.3       4.3
0.0129             2.05         0.0792          157.3        0.00997       2.3       4.3
0.0129             3.25          0.126          248.8         0.0119       2.3       4.3
0.0129             5.15          0.199          393.8         0.0146       2.3       4.3
0.0129             8.15          0.315          623.7         0.0186       2.3       4.3
0.0129             12.9            0.5            988         0.0245       2.3       4.3
0.0205             1.29         0.0315          62.68        0.00827       2.3       4.3
0.0205             2.05           0.05          98.83         0.0101       2.3       4.3
0.0205             3.25         0.0792          156.1          0.012       2.3       4.3
0.0205             5.15          0.126          246.9         0.0146       2.3       4.3
0.0205             8.15          0.199          390.8         0.0183       2.3       4.3
0.0205             12.9          0.315          618.9         0.0237       2.3       4.3
0.0205             20.5            0.5          980.4         0.0316       2.3       4.3
0.0325             1.29         0.0199           39.4        0.00842       2.3       4.3
0.0325             2.05         0.0315          61.93         0.0102       2.3       4.3
0.0325             3.25           0.05          97.63         0.0121       2.3       4.3
0.0325             5.15         0.0792          154.2         0.0148       2.3       4.3
0.0325             8.15          0.126          243.9         0.0184       2.3       4.3
0.0325             12.9          0.199          386.1         0.0234       2.3       4.3
0.0325             20.5          0.315          611.4         0.0305       2.3       4.3
0.0325             32.5            0.5          968.4         0.0409       2.3       4.3
0.0515             2.05         0.0199          38.64         0.0103       2.3       4.3
0.0515             3.25         0.0315          60.73         0.0123       2.3       4.3
0.0515             5.15           0.05          95.74         0.0151       2.3       4.3
0.0515             8.15         0.0792          151.2         0.0187       2.3       4.3
0.0515             12.9          0.126          239.1         0.0235       2.3       4.3
0.0515             20.5          0.199          378.5         0.0303       2.3       4.3
0.0515             32.5          0.315          599.4           0.04       2.3       4.3
0.0515             51.5            0.5          949.4         0.0541       2.3       4.3
0.0815             3.25         0.0199          37.44         0.0126       2.3       4.3
0.0815             5.15         0.0315          58.83         0.0154       2.3       4.3
0.0815             8.15           0.05          92.73         0.0191       2.3       4.3
0.0815             12.9         0.0792          146.4          0.024       2.3       4.3
0.0815             20.5          0.126          231.6         0.0305       2.3       4.3
0.0815             32.5          0.199          366.5         0.0397       2.3       4.3
0.0815             51.5          0.315          580.4         0.0528       2.3       4.3
0.0815             81.5            0.5          919.3          0.072       2.3       4.3
0.129              5.15         0.0199          35.55         0.0158       2.3       4.3
0.129              8.15         0.0315          55.82         0.0196       2.3       4.3
0.129              12.9           0.05          87.96         0.0247       2.3       4.3
0.129              20.5         0.0792          138.9         0.0313       2.3       4.3
0.129              32.5          0.126          219.6         0.0404       2.3       4.3
0.129              51.5          0.199          347.5         0.0529       2.3       4.3
0.129              81.5          0.315          550.3         0.0713       2.3       4.3
0.129               129            0.5          871.6         0.0959       2.3       4.3
0.205              8.15         0.0199          32.54         0.0207       2.3       4.3
0.205              12.9         0.0315          51.05          0.026       2.3       4.3
0.205              20.5           0.05           80.4         0.0333       2.3       4.3
0.205              32.5         0.0792          126.9         0.0428       2.3       4.3
0.205              51.5          0.126          200.6         0.0555       2.3       4.3
0.205              81.5          0.199          317.4         0.0734       2.3       4.3
0.205               129          0.315          502.6         0.0977       2.3       4.3
0.205               205            0.5            796          0.134       2.3       4.3
0.325              12.9         0.0199          27.77         0.0302       2.3       4.3
0.325              20.5         0.0315          43.49         0.0384       2.3       4.3
0.325              32.5           0.05          68.42         0.0496       2.3       4.3
0.325              51.5         0.0792          107.9         0.0644       2.3       4.3
0.325              81.5          0.126          170.5         0.0841       2.3       4.3
0.325               129          0.199          269.7          0.112       2.3       4.3
0.325               205          0.315            427          0.153       2.3       4.3
0.325               325            0.5          676.2          0.208       2.3       4.3
0.515              20.5         0.0199          20.21         0.0571       2.3       4.3
0.515              32.5         0.0315          31.51         0.0735       2.3       4.3
0.515              51.5           0.05          49.43          0.096       2.3       4.3
0.515              81.5         0.0792          77.82          0.128       2.3       4.3
0.515               129          0.126          122.8          0.164       2.3       4.3
0.515               205          0.199          194.1          0.223       2.3       4.3
0.515               325          0.315          307.2          0.304       2.3       4.3
0.515               515            0.5          486.3          0.437       2.3       4.3
0.815              32.5         0.0199          8.226          0.232       2.3       4.3
0.815              51.5         0.0315          12.52          0.297       2.3       4.3
0.815              81.5           0.05          19.33          0.389       2.3       4.3
0.815               129         0.0792          30.13          0.517       2.3       4.3
0.815               205          0.126          47.23          0.724       2.3       4.3
0.815               325          0.199          74.34          0.955       2.3       4.3
0.815               515          0.315          117.3           1.44       2.3       4.3
0.815               815            0.5          185.4           1.97       2.3       4.3

beam energy set:5x41
-----------------------
0.00325            1.29          0.485          397.7        0.00905       2.3       4.3
0.00515            1.29          0.306          250.8        0.00864       2.3       4.3
0.00515            2.05          0.485          396.9         0.0113       2.3       4.3
0.00815            1.29          0.193          158.1        0.00845       2.3       4.3
0.00815            2.05          0.306            250         0.0108       2.3       4.3
0.00815            3.25          0.485          395.7         0.0136       2.3       4.3
0.0129             1.29          0.122          99.59        0.00838       2.3       4.3
0.0129             2.05          0.193          157.3         0.0105       2.3       4.3
0.0129             3.25          0.306          248.8         0.0129       2.3       4.3
0.0129             5.15          0.485          393.8         0.0167       2.3       4.3
0.0205             1.29         0.0769          62.68        0.00842       2.3       4.3
0.0205             2.05          0.122          98.83         0.0104       2.3       4.3
0.0205             3.25          0.193          156.1         0.0126       2.3       4.3
0.0205             5.15          0.306          246.9          0.016       2.3       4.3
0.0205             8.15          0.485          390.8         0.0209       2.3       4.3
0.0325             1.29         0.0485           39.4         0.0085       2.3       4.3
0.0325             2.05         0.0769          61.93         0.0104       2.3       4.3
0.0325             3.25          0.122          97.63         0.0125       2.3       4.3
0.0325             5.15          0.193          154.2         0.0156       2.3       4.3
0.0325             8.15          0.306          243.9           0.02       2.3       4.3
0.0325             12.9          0.485          386.1         0.0266       2.3       4.3
0.0515             1.29         0.0306          24.71        0.00859       2.3       4.3
0.0515             2.05         0.0485          38.64         0.0104       2.3       4.3
0.0515             3.25         0.0769          60.73         0.0126       2.3       4.3
0.0515             5.15          0.122          95.74         0.0156       2.3       4.3
0.0515             8.15          0.193          151.2         0.0197       2.3       4.3
0.0515             12.9          0.306          239.1         0.0257       2.3       4.3
0.0515             20.5          0.485          378.5         0.0345       2.3       4.3
0.0815             1.29         0.0193          15.44        0.00894       2.3       4.3
0.0815             2.05         0.0306          23.95         0.0105       2.3       4.3
0.0815             3.25         0.0485          37.44         0.0127       2.3       4.3
0.0815             5.15         0.0769          58.83         0.0157       2.3       4.3
0.0815             8.15          0.122          92.73         0.0197       2.3       4.3
0.0815             12.9          0.193          146.4         0.0253       2.3       4.3
0.0815             20.5          0.306          231.6         0.0333       2.3       4.3
0.0815             32.5          0.485          366.5         0.0451       2.3       4.3
0.129              2.05         0.0193          14.68         0.0108       2.3       4.3
0.129              3.25         0.0306          22.75          0.013       2.3       4.3
0.129              5.15         0.0485          35.55         0.0159       2.3       4.3
0.129              8.15         0.0769          55.82           0.02       2.3       4.3
0.129              12.9          0.122          87.96         0.0254       2.3       4.3
0.129              20.5          0.193          138.9         0.0331       2.3       4.3
0.129              32.5          0.306          219.6         0.0439       2.3       4.3
0.129              51.5          0.485          347.5         0.0599       2.3       4.3
0.205              3.25         0.0193          13.48         0.0136       2.3       4.3
0.205              5.15         0.0306          20.85         0.0168       2.3       4.3
0.205              8.15         0.0485          32.54         0.0209       2.3       4.3
0.205              12.9         0.0769          51.05         0.0266       2.3       4.3
0.205              20.5          0.122           80.4         0.0344       2.3       4.3
0.205              32.5          0.193          126.9         0.0449       2.3       4.3
0.205              51.5          0.306          200.6         0.0603       2.3       4.3
0.205              81.5          0.485          317.4         0.0827       2.3       4.3
0.325              5.15         0.0193          11.58         0.0191       2.3       4.3
0.325              8.15         0.0306          17.84          0.024       2.3       4.3
0.325              12.9         0.0485          27.77         0.0305       2.3       4.3
0.325              20.5         0.0769          43.49         0.0394       2.3       4.3
0.325              32.5          0.122          68.42         0.0513       2.3       4.3
0.325              51.5          0.193          107.9         0.0676       2.3       4.3
0.325              81.5          0.306          170.5         0.0915       2.3       4.3
0.325               129          0.485          269.7          0.125       2.3       4.3
0.515              8.15         0.0193          8.575         0.0352       2.3       4.3
0.515              12.9         0.0306          13.07         0.0448       2.3       4.3
0.515              20.5         0.0485          20.21          0.058       2.3       4.3
0.515              32.5         0.0769          31.51         0.0758       2.3       4.3
0.515              51.5          0.122          49.43         0.0996       2.3       4.3
0.515              81.5          0.193          77.82          0.133       2.3       4.3
0.515               129          0.306          122.8           0.18       2.3       4.3
0.515               205          0.485          194.1          0.256       2.3       4.3
0.815              12.9         0.0193          3.805           0.14       2.3       4.3
0.815              20.5         0.0306          5.515          0.178       2.3       4.3
0.815              32.5         0.0485          8.226          0.238       2.3       4.3
0.815              51.5         0.0769          12.52          0.313       2.3       4.3
0.815              81.5          0.122          19.33          0.424       2.3       4.3
0.815               129          0.193          30.13          0.568       2.3       4.3
0.815               205          0.306          47.23          0.788       2.3       4.3
0.815               325          0.485          74.34           1.04       2.3       4.3

